run_id,backend_name,optimization_level,transpile_seed,param_sets_per_point,candidates_per_removed,penalty,hardware_repeats,num_removed,instance_seed,num_vars,qubo_offset_dropped,family,layers,shots,param_set_id,param_kind,hardware_repeat,theta_json,plot_png,tvd_hw_vs_aer,exact_opt_energy,exact_n_opt_assignments,exact_feasible_count,circ_num_qubits,circ_depth,circ_size,circ_twoq_ops,circ_op_counts_json,hw_job_id,hw_status,hw_wall_sec,hw_usage_json,hw_metrics_json,hw_counts_nstates,hw_entropy,hw_feasible_prob,hw_p_best_feasible,hw_p_topk_feasible,hw_mean_energy,hw_min_energy,hw_best_sample_energy,hw_best_feasible_energy,hw_mean_feasible_energy,hw_best_feasible_gap,hw_mean_feasible_gap,hw_p_exact_optimum,hw_hit_exact_optimum,aer_wall_sec,aer_method,aer_counts_nstates,aer_entropy,aer_feasible_prob,aer_p_best_feasible,aer_p_topk_feasible,aer_mean_energy,aer_min_energy,aer_best_sample_energy,aer_best_feasible_energy,aer_mean_feasible_energy,aer_best_feasible_gap,aer_mean_feasible_gap,aer_p_exact_optimum,aer_hit_exact_optimum
20260331_220915_UTC,ibm_quebec,3,11,2,2,100.0,1,2,1,4,100.21401222506175,qaoa,1,16,0,fixed,0,"[3.141592653589793,1.5707963267948966]",plots\qaoa_r2_k2_layers1_shots16_seed1_pfixed0_rep0.png,0.5,-0.6670139874413792,1,4,156,72,98,18,"{""rz"":42,""sx"":34,""cz"":18,""measure"":4,""barrier"":1}",d764c4tbjrds73ed4se0,DONE,468.2124847,1,"{""caller"":""qiskit_ibm_runtime~sampler.py"",""qiskit_version"":""qiskit_ibm_runtime-0.43.1,qiskit-2.2.3*,qiskit_aer-0.17.2*"",""timestamps"":{""created"":""2026-03-31T22:09:23.387637Z"",""finished"":""2026-03-31T22:17:10.722073Z"",""running"":""2026-03-31T22:17:02.627242Z""},""bss"":{""seconds"":1},""usage"":{""quantum_seconds"":1,""seconds"":1}}",10,2.220025327834538,0.1875,0.0625,0.1875,231.16610948513096,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.008003990730600208,0.0,0.6750179781719794,0.0625,1,0.025610800000038125,automatic,11,2.306668725404531,0.0625,0.0625,0.0625,256.780554988319,-0.20818259479699464,-0.20818259479699464,-0.20818259479699464,-0.20818259479699464,0.45883139264438455,0.45883139264438455,0.0,0
20260331_220915_UTC,ibm_quebec,3,11,2,2,100.0,1,2,1,4,100.21401222506175,qaoa,1,16,1,random,0,"[5.253553102005605,1.8359025998516894]",plots\qaoa_r2_k2_layers1_shots16_seed1_prandom1_rep0.png,0.3125,-0.6670139874413792,1,4,156,72,98,18,"{""rz"":42,""sx"":34,""cz"":18,""measure"":4,""barrier"":1}",d764fq5bjrds73ed51bg,DONE,7.52072069999997,1,"{""caller"":""qiskit_ibm_runtime~sampler.py"",""qiskit_version"":""qiskit_ibm_runtime-0.43.1,qiskit-2.2.3*,qiskit_aer-0.17.2*"",""timestamps"":{""created"":""2026-03-31T22:17:12.376104Z"",""finished"":""2026-03-31T22:17:19.404043Z"",""running"":""2026-03-31T22:17:13.238153Z""},""bss"":{""seconds"":1},""usage"":{""quantum_seconds"":1,""seconds"":1}}",9,2.0794415416798357,0.0625,0.0625,0.0625,244.15265145895373,1.2991214680123164,1.2991214680123164,1.2991214680123164,1.2991214680123164,1.9661354554536956,1.9661354554536956,0.0,0,0.007812099999966904,automatic,10,2.1873223188492537,0.0625,0.0625,0.0625,256.39182100346244,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.0,0.0,0.0625,1
20260331_220915_UTC,ibm_quebec,3,11,2,2,100.0,1,2,1,4,100.21401222506175,qaoa,1,128,0,fixed,0,"[3.141592653589793,1.5707963267948966]",plots\qaoa_r2_k2_layers1_shots128_seed1_pfixed0_rep0.png,0.2109375,-0.6670139874413792,1,4,156,72,98,18,"{""rz"":42,""sx"":34,""cz"":18,""measure"":4,""barrier"":1}",d764fs23qcgc73fsg940,DONE,8.647800000000018,1,"{""caller"":""qiskit_ibm_runtime~sampler.py"",""qiskit_version"":""qiskit_ibm_runtime-0.43.1,qiskit-2.2.3*,qiskit_aer-0.17.2*"",""timestamps"":{""created"":""2026-03-31T22:17:20.437138Z"",""finished"":""2026-03-31T22:17:28.630024Z"",""running"":""2026-03-31T22:17:21.41197Z""},""bss"":{""seconds"":1},""usage"":{""quantum_seconds"":1,""seconds"":1}}",16,2.7067083437272075,0.234375,0.03125,0.234375,226.21671664077942,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.50171801934196,0.0,1.168732006783339,0.03125,1,0.009035999999980504,automatic,16,2.7289730417918596,0.28125,0.0703125,0.28125,180.76035401748075,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.39487030143918467,0.0,1.061884288880564,0.0703125,1
20260331_220915_UTC,ibm_quebec,3,11,2,2,100.0,1,2,1,4,100.21401222506175,qaoa,1,128,1,random,0,"[5.253553102005605,1.8359025998516894]",plots\qaoa_r2_k2_layers1_shots128_seed1_prandom1_rep0.png,0.1796875,-0.6670139874413792,1,4,156,72,98,18,"{""rz"":42,""sx"":34,""cz"":18,""measure"":4,""barrier"":1}",d764fua3qcgc73fsg980,DONE,8.392691499999955,1,"{""caller"":""qiskit_ibm_runtime~sampler.py"",""qiskit_version"":""qiskit_ibm_runtime-0.43.1,qiskit-2.2.3*,qiskit_aer-0.17.2*"",""timestamps"":{""created"":""2026-03-31T22:17:29.569405Z"",""finished"":""2026-03-31T22:17:37.348494Z"",""running"":""2026-03-31T22:17:30.57531Z""},""bss"":{""seconds"":1},""usage"":{""quantum_seconds"":1,""seconds"":1}}",15,2.240724996984765,0.0390625,0.0078125,0.0390625,229.30828808301322,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.5244509816432867,0.0,1.191464969084666,0.0078125,1,0.003781100000026072,automatic,13,2.2840626089173854,0.0859375,0.0390625,0.0859375,251.8993575637063,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,-0.11472655075521422,0.0,0.552287436686165,0.0390625,1
20260331_220915_UTC,ibm_quebec,3,11,2,2,100.0,1,2,1,4,100.21401222506175,qaoa,1,1024,0,fixed,0,"[3.141592653589793,1.5707963267948966]",plots\qaoa_r2_k2_layers1_shots1024_seed1_pfixed0_rep0.png,0.0947265625,-0.6670139874413792,1,4,156,72,98,18,"{""rz"":42,""sx"":34,""cz"":18,""measure"":4,""barrier"":1}",d764g0i3qcgc73fsg9b0,DONE,7.5612762999999745,1,"{""caller"":""qiskit_ibm_runtime~sampler.py"",""qiskit_version"":""qiskit_ibm_runtime-0.43.1,qiskit-2.2.3*,qiskit_aer-0.17.2*"",""timestamps"":{""created"":""2026-03-31T22:17:39.035424Z"",""finished"":""2026-03-31T22:17:46.145078Z"",""running"":""2026-03-31T22:17:39.853952Z""},""bss"":{""seconds"":1},""usage"":{""quantum_seconds"":1,""seconds"":1}}",16,2.7434525653421025,0.2626953125,0.0537109375,0.2626953125,205.73845898616773,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.3900717416779327,0.0,1.0570857291193119,0.0537109375,1,0.0052095000000917935,automatic,16,2.758240502059066,0.263671875,0.0654296875,0.263671875,195.65239835536147,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.3446779733873062,0.0,1.0116919608286854,0.0654296875,1
20260331_220915_UTC,ibm_quebec,3,11,2,2,100.0,1,2,1,4,100.21401222506175,qaoa,1,1024,1,random,0,"[5.253553102005605,1.8359025998516894]",plots\qaoa_r2_k2_layers1_shots1024_seed1_prandom1_rep0.png,0.087890625,-0.6670139874413792,1,4,156,72,98,18,"{""rz"":42,""sx"":34,""cz"":18,""measure"":4,""barrier"":1}",d764g2tbjrds73ed51ng,DONE,8.45366720000004,1,"{""caller"":""qiskit_ibm_runtime~sampler.py"",""qiskit_version"":""qiskit_ibm_runtime-0.43.1,qiskit-2.2.3*,qiskit_aer-0.17.2*"",""timestamps"":{""created"":""2026-03-31T22:17:47.106019Z"",""finished"":""2026-03-31T22:17:54.754823Z"",""running"":""2026-03-31T22:17:47.979742Z""},""bss"":{""seconds"":1},""usage"":{""quantum_seconds"":1,""seconds"":1}}",16,2.35726967400628,0.0791015625,0.01953125,0.0791015625,223.85435095132357,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.24855459711764005,0.0,0.9155685845590192,0.01953125,1,0.005714399999988018,automatic,16,2.293052180929534,0.060546875,0.0185546875,0.060546875,232.27392682497631,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.31157794574585757,0.0,0.9785919331872368,0.0185546875,1
20260331_220915_UTC,ibm_quebec,3,11,2,2,100.0,1,2,1,4,100.21401222506175,vqa_su2,1,16,0,zeros,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",plots\vqa_su2_r2_k2_layers1_shots16_seed1_pzeros0_rep0.png,0.0,-0.6670139874413792,1,4,156,29,91,3,"{""rz"":56,""sx"":28,""measure"":4,""cz"":3,""barrier"":1}",d764g57q1anc738d4fbg,DONE,7.978893200000016,1,"{""caller"":""qiskit_ibm_runtime~sampler.py"",""qiskit_version"":""qiskit_ibm_runtime-0.43.1,qiskit-2.2.3*,qiskit_aer-0.17.2*"",""timestamps"":{""created"":""2026-03-31T22:17:56.12053Z"",""finished"":""2026-03-31T22:18:03.708576Z"",""running"":""2026-03-31T22:17:56.909432Z""},""bss"":{""seconds"":1},""usage"":{""quantum_seconds"":1,""seconds"":1}}",1,-0.0,0.0,0.0,0.0,200.0,200.0,200.0,nan,nan,nan,nan,0.0,0,0.003942199999983131,automatic,1,-0.0,0.0,0.0,0.0,200.0,200.0,200.0,nan,nan,nan,nan,0.0,0
20260331_220915_UTC,ibm_quebec,3,11,2,2,100.0,1,2,1,4,100.21401222506175,vqa_su2,1,16,1,random,0,"[3.5290037921368893,2.6859077714838264,4.201137630261003,1.7203811001263942,0.7952461950179464,6.065171776297377,4.707845586028327,3.34546058747136,5.43529158058159,4.88716630993555,2.858157018774268,3.81231263997457,3.0915625504013846,1.1251946717182462,4.640874948043894,0.12119298542796589,2.3399067700046423,4.045794822393989,2.0214949621233473,1.978048402434564,0.18436997135177866,1.1647708293613808,0.9731082013832121,3.892031435746116]",plots\vqa_su2_r2_k2_layers1_shots16_seed1_prandom1_rep0.png,0.375,-0.6670139874413792,1,4,156,29,91,3,"{""rz"":56,""sx"":28,""measure"":4,""cz"":3,""barrier"":1}",d764g723qcgc73fsg9l0,DONE,8.43450949999999,1,"{""caller"":""qiskit_ibm_runtime~sampler.py"",""qiskit_version"":""qiskit_ibm_runtime-0.43.1,qiskit-2.2.3*,qiskit_aer-0.17.2*"",""timestamps"":{""created"":""2026-03-31T22:18:04.598402Z"",""finished"":""2026-03-31T22:18:12.572539Z"",""running"":""2026-03-31T22:18:05.801075Z""},""bss"":{""seconds"":1},""usage"":{""quantum_seconds"":1,""seconds"":1}}",9,2.067975912293976,0.3125,0.0625,0.3125,207.18519169699687,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.6659466287722922,0.0,1.3329606162136713,0.0625,1,0.017090699999926073,automatic,7,1.8195113489698564,0.25,0.25,0.25,282.1537445857397,0.8992085544301744,0.8992085544301744,0.8992085544301744,0.8992085544301744,1.5662225418715536,1.5662225418715536,0.0,0
20260331_220915_UTC,ibm_quebec,3,11,2,2,100.0,1,2,1,4,100.21401222506175,vqa_su2,1,128,0,zeros,0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",plots\vqa_su2_r2_k2_layers1_shots128_seed1_pzeros0_rep0.png,0.03125,-0.6670139874413792,1,4,156,29,91,3,"{""rz"":56,""sx"":28,""measure"":4,""cz"":3,""barrier"":1}",d764g9dbjrds73ed5200,DONE,7.785931499999947,1,"{""caller"":""qiskit_ibm_runtime~sampler.py"",""qiskit_version"":""qiskit_ibm_runtime-0.43.1,qiskit-2.2.3*,qiskit_aer-0.17.2*"",""timestamps"":{""created"":""2026-03-31T22:18:13.535385Z"",""finished"":""2026-03-31T22:18:20.8699Z"",""running"":""2026-03-31T22:18:14.297796Z""},""bss"":{""seconds"":1},""usage"":{""quantum_seconds"":1,""seconds"":1}}",4,0.17155207254348853,0.0,0.0,0.0,199.19720768378806,98.69684276839564,98.69684276839564,nan,nan,nan,nan,0.0,0,0.0043783999999504886,automatic,1,-0.0,0.0,0.0,0.0,200.0,200.0,200.0,nan,nan,nan,nan,0.0,0
20260331_220915_UTC,ibm_quebec,3,11,2,2,100.0,1,2,1,4,100.21401222506175,vqa_su2,1,128,1,random,0,"[3.5290037921368893,2.6859077714838264,4.201137630261003,1.7203811001263942,0.7952461950179464,6.065171776297377,4.707845586028327,3.34546058747136,5.43529158058159,4.88716630993555,2.858157018774268,3.81231263997457,3.0915625504013846,1.1251946717182462,4.640874948043894,0.12119298542796589,2.3399067700046423,4.045794822393989,2.0214949621233473,1.978048402434564,0.18436997135177866,1.1647708293613808,0.9731082013832121,3.892031435746116]",plots\vqa_su2_r2_k2_layers1_shots128_seed1_prandom1_rep0.png,0.234375,-0.6670139874413792,1,4,156,29,91,3,"{""rz"":56,""sx"":28,""measure"":4,""cz"":3,""barrier"":1}",d764gbfq1anc738d4fk0,DONE,7.953748300000029,1,"{""caller"":""qiskit_ibm_runtime~sampler.py"",""qiskit_version"":""qiskit_ibm_runtime-0.43.1,qiskit-2.2.3*,qiskit_aer-0.17.2*"",""timestamps"":{""created"":""2026-03-31T22:18:21.807108Z"",""finished"":""2026-03-31T22:18:29.279172Z"",""running"":""2026-03-31T22:18:22.522323Z""},""bss"":{""seconds"":1},""usage"":{""quantum_seconds"":1,""seconds"":1}}",14,2.260964984216224,0.3359375,0.0625,0.3359375,168.65471940529008,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.6264189147137059,0.0,1.293432902155085,0.0625,1,0.003589700000020457,automatic,16,2.3109664008010915,0.234375,0.015625,0.234375,203.88621495963133,-0.6670139874413792,-0.6670139874413792,-0.6670139874413792,0.8245328322615222,0.0,1.4915468197029014,0.015625,1
